CMDLINE /scrap/users/blazquez/.conda/envs/pyeddl_cpu/bin/python3.8 6_drive_memoryusage.py
MEM 15790.781250 1619776309.5462
MEM 15808.828125 1619776309.6465
MEM 15826.875000 1619776309.7467
MEM 15846.984375 1619776309.8469
MEM 15865.031250 1619776309.9472
MEM 15883.078125 1619776310.0474
MEM 15902.156250 1619776310.1476
MEM 15921.234375 1619776310.2478
MEM 15939.281250 1619776310.3480
MEM 15955.007812 1619776310.4483
MEM 15973.054688 1619776310.5486
MEM 15991.101562 1619776310.6488
MEM 16008.890625 1619776310.7492
MEM 16029.257812 1619776310.8496
MEM 16047.304688 1619776310.9499
MEM 16065.351562 1619776311.0502
MEM 16083.140625 1619776311.1505
MEM 16103.507812 1619776311.2507
MEM 16121.554688 1619776311.3509
MEM 16136.765625 1619776311.4511
MEM 16155.328125 1619776311.5514
MEM 16173.375000 1619776311.6516
MEM 16191.164062 1619776311.7518
MEM 16209.210938 1619776311.8520
MEM 16229.578125 1619776311.9522
MEM 16247.625000 1619776312.0524
MEM 16256.648438 1619776312.1526
MEM 16256.648438 1619776312.2528
MEM 16256.648438 1619776312.3531
MEM 16267.046875 1619776312.4545
MEM 16276.375000 1619776312.5577
MEM 16337.960938 1619776312.6585
MEM 16337.960938 1619776312.7588
MEM 16595.773438 1619776312.8590
MEM 16814.656250 1619776312.9593
MEM 16913.914062 1619776313.0596
MEM 16913.914062 1619776313.1599
MEM 16338.011719 1619776313.2603
MEM 16338.011719 1619776313.3606
MEM 16338.011719 1619776313.4610
MEM 16338.011719 1619776313.5613
MEM 16338.011719 1619776313.6616
MEM 16338.011719 1619776313.7620
MEM 16338.011719 1619776313.8624
MEM 16338.011719 1619776313.9627
MEM 16338.011719 1619776314.0629
MEM 16338.011719 1619776314.1631
MEM 16338.011719 1619776314.2634
MEM 16338.011719 1619776314.3637
MEM 16338.011719 1619776314.4639
MEM 16338.011719 1619776314.5641
MEM 16338.011719 1619776314.6643
MEM 16338.011719 1619776314.7646
MEM 16338.011719 1619776314.8648
MEM 16338.011719 1619776314.9650
MEM 16338.011719 1619776315.0652
MEM 16338.011719 1619776315.1654
MEM 16338.011719 1619776315.2656
MEM 16338.011719 1619776315.3658
MEM 16338.011719 1619776315.4660
MEM 16338.011719 1619776315.5662
MEM 16338.011719 1619776315.6664
MEM 16338.011719 1619776315.7668
MEM 16338.011719 1619776315.8671
MEM 16338.011719 1619776315.9674
MEM 16338.011719 1619776316.0676
MEM 16417.304688 1619776316.1681
MEM 16464.933594 1619776316.2691
MEM 16464.933594 1619776316.3697
MEM 16464.933594 1619776316.4730
MEM 16464.933594 1619776316.5735
MEM 16415.250000 1619776316.6748
MEM 16415.250000 1619776316.7759
MEM 16415.683594 1619776316.8770
MEM 16416.523438 1619776316.9776
MEM 16416.523438 1619776317.0781
MEM 16416.523438 1619776317.1787
MEM 16416.523438 1619776317.2793
MEM 16416.523438 1619776317.3799
MEM 16416.523438 1619776317.4804
MEM 16416.523438 1619776317.5809
MEM 16416.523438 1619776317.6817
MEM 16582.644531 1619776317.7823
MEM 16873.199219 1619776317.8826
MEM 17057.375000 1619776317.9833
MEM 17057.375000 1619776318.0836
MEM 17057.375000 1619776318.1839
MEM 17057.375000 1619776318.2843
MEM 17057.375000 1619776318.3846
MEM 17057.375000 1619776318.4850
MEM 17057.375000 1619776318.5853
MEM 17057.375000 1619776318.6856
MEM 17057.375000 1619776318.7863
MEM 17057.375000 1619776318.8870
MEM 16993.371094 1619776318.9877
MEM 16417.367188 1619776319.0883
MEM 16417.367188 1619776319.1890
MEM 16417.367188 1619776319.2893
MEM 16417.367188 1619776319.3900
MEM 16417.367188 1619776319.4907
MEM 16417.367188 1619776319.5914
MEM 16417.367188 1619776319.6921
MEM 16417.367188 1619776319.7925
MEM 16417.367188 1619776319.8928
MEM 16417.367188 1619776319.9934
MEM 16417.367188 1619776320.0938
MEM 16417.367188 1619776320.1941
MEM 16417.367188 1619776320.2944
MEM 16417.367188 1619776320.3948
MEM 16417.367188 1619776320.4951
MEM 16417.367188 1619776320.5954
MEM 16417.367188 1619776320.6957
MEM 16417.367188 1619776320.7961
MEM 16417.367188 1619776320.8964
MEM 16417.367188 1619776320.9968
MEM 16417.367188 1619776321.0971
MEM 16417.367188 1619776321.1974
MEM 16417.367188 1619776321.2977
MEM 16417.367188 1619776321.3980
MEM 16417.367188 1619776321.4987
MEM 16417.367188 1619776321.5993
MEM 16417.367188 1619776321.6997
MEM 16417.367188 1619776321.8001
MEM 16417.367188 1619776321.9007
MEM 16379.484375 1619776322.0014
MEM 16379.484375 1619776322.1020
MEM 16537.687500 1619776322.2039
MEM 16545.121094 1619776322.3048
MEM 16545.371094 1619776322.4055
MEM 16545.371094 1619776322.5061
MEM 16480.539062 1619776322.6070
MEM 16480.523438 1619776322.7078
MEM 16480.523438 1619776322.8084
MEM 16480.523438 1619776322.9088
MEM 16480.523438 1619776323.0093
MEM 16480.523438 1619776323.1104
MEM 16480.523438 1619776323.2114
MEM 16480.523438 1619776323.3128
MEM 16480.523438 1619776323.4143
MEM 16480.523438 1619776323.5150
MEM 16480.523438 1619776323.6161
MEM 16480.523438 1619776323.7172
MEM 16480.523438 1619776323.8178
MEM 16480.523438 1619776323.9185
MEM 16480.523438 1619776324.0193
MEM 16480.523438 1619776324.1201
MEM 16480.523438 1619776324.2208
MEM 16480.523438 1619776324.3214
MEM 16480.523438 1619776324.4219
MEM 16574.007812 1619776324.5224
MEM 16847.031250 1619776324.6229
MEM 17134.492188 1619776324.7233
MEM 17422.726562 1619776324.8237
MEM 17638.253906 1619776324.9241
MEM 17697.375000 1619776325.0248
MEM 17697.375000 1619776325.1255
MEM 17697.375000 1619776325.2259
MEM 17697.375000 1619776325.3263
MEM 17697.375000 1619776325.4268
MEM 17697.375000 1619776325.5274
MEM 17697.375000 1619776325.6278
MEM 17697.375000 1619776325.7281
MEM 17697.375000 1619776325.8285
MEM 17697.375000 1619776325.9288
MEM 17697.375000 1619776326.0291
MEM 17697.375000 1619776326.1294
MEM 17697.375000 1619776326.2300
MEM 17697.375000 1619776326.3304
MEM 17697.375000 1619776326.4308
MEM 17697.375000 1619776326.5311
MEM 17697.375000 1619776326.6314
MEM 17697.375000 1619776326.7318
MEM 17697.375000 1619776326.8321
MEM 17633.371094 1619776326.9324
MEM 17633.371094 1619776327.0328
MEM 17633.371094 1619776327.1331
MEM 17633.371094 1619776327.2335
MEM 16496.886719 1619776327.3339
MEM 16481.367188 1619776327.4344
MEM 16481.367188 1619776327.5350
MEM 16481.367188 1619776327.6356
MEM 16481.367188 1619776327.7363
MEM 16481.367188 1619776327.8369
MEM 16481.367188 1619776327.9376
MEM 16481.367188 1619776328.0383
MEM 16481.367188 1619776328.1390
MEM 16481.367188 1619776328.2396
MEM 16481.367188 1619776328.3401
MEM 16481.367188 1619776328.4408
MEM 16481.367188 1619776328.5412
MEM 16481.367188 1619776328.6417
MEM 16481.367188 1619776328.7420
MEM 16481.367188 1619776328.8424
MEM 16481.367188 1619776328.9427
MEM 16481.367188 1619776329.0430
MEM 16481.367188 1619776329.1434
MEM 16481.367188 1619776329.2438
MEM 16481.367188 1619776329.3442
MEM 16481.367188 1619776329.4446
MEM 16481.367188 1619776329.5449
MEM 16481.367188 1619776329.6453
MEM 16481.367188 1619776329.7457
MEM 16481.367188 1619776329.8461
MEM 16481.367188 1619776329.9464
MEM 16481.367188 1619776330.0468
MEM 16481.367188 1619776330.1473
MEM 16481.367188 1619776330.2476
MEM 16481.367188 1619776330.3483
MEM 16481.367188 1619776330.4489
MEM 16481.367188 1619776330.5496
MEM 16481.367188 1619776330.6501
MEM 16481.367188 1619776330.7508
MEM 16481.367188 1619776330.8511
MEM 16481.367188 1619776330.9515
MEM 16481.367188 1619776331.0520
MEM 16481.367188 1619776331.1527
MEM 16481.367188 1619776331.2535
MEM 16481.367188 1619776331.3538
MEM 16481.367188 1619776331.4542
MEM 16481.367188 1619776331.5546
MEM 16481.367188 1619776331.6549
MEM 16481.367188 1619776331.7553
MEM 16481.367188 1619776331.8556
MEM 16481.367188 1619776331.9559
MEM 16481.367188 1619776332.0564
MEM 16481.367188 1619776332.1567
MEM 16481.367188 1619776332.2572
MEM 16481.367188 1619776332.3577
MEM 16481.367188 1619776332.4582
MEM 16481.367188 1619776332.5586
MEM 16481.367188 1619776332.6589
MEM 16481.367188 1619776332.7593
MEM 16481.367188 1619776332.8596
MEM 16481.367188 1619776332.9600
MEM 16481.367188 1619776333.0603
MEM 16481.367188 1619776333.1606
MEM 16481.367188 1619776333.2611
MEM 16481.367188 1619776333.3617
MEM 16481.367188 1619776333.4622
MEM 16481.367188 1619776333.5626
MEM 16481.367188 1619776333.6632
MEM 16481.367188 1619776333.7636
MEM 16481.367188 1619776333.8640
MEM 16481.367188 1619776333.9644
MEM 16481.367188 1619776334.0649
MEM 16481.367188 1619776334.1657
MEM 16481.367188 1619776334.2661
MEM 16481.367188 1619776334.3665
MEM 16481.367188 1619776334.4671
MEM 16481.367188 1619776334.5675
MEM 16481.367188 1619776334.6679
MEM 16481.367188 1619776334.7683
MEM 16481.367188 1619776334.8688
MEM 16481.367188 1619776334.9693
MEM 16481.367188 1619776335.0696
MEM 16481.367188 1619776335.1701
MEM 16481.367188 1619776335.2705
MEM 16544.996094 1619776335.3712
MEM 16481.375000 1619776335.4721
MEM 16594.554688 1619776335.5732
MEM 16605.410156 1619776335.6739
MEM 16608.671875 1619776335.7744
MEM 16609.378906 1619776335.8749
MEM 16609.378906 1619776335.9755
MEM 16544.531250 1619776336.0761
MEM 16544.531250 1619776336.1767
MEM 16544.531250 1619776336.2772
MEM 16544.531250 1619776336.3777
MEM 16544.531250 1619776336.4782
MEM 16544.531250 1619776336.5786
MEM 16772.332031 1619776336.6790
MEM 17028.855469 1619776336.7795
MEM 17121.382812 1619776336.8798
MEM 17121.382812 1619776336.9801
MEM 17121.382812 1619776337.0803
MEM 17121.382812 1619776337.1805
MEM 17121.382812 1619776337.2808
MEM 17121.382812 1619776337.3810
MEM 17121.382812 1619776337.4812
MEM 17121.382812 1619776337.5814
MEM 17057.378906 1619776337.6816
MEM 17057.378906 1619776337.7819
MEM 17057.378906 1619776337.8823
MEM 16545.375000 1619776337.9825
MEM 16545.375000 1619776338.0828
MEM 16545.375000 1619776338.1830
MEM 16545.375000 1619776338.2832
MEM 16545.375000 1619776338.3833
MEM 16545.375000 1619776338.4835
MEM 16545.375000 1619776338.5839
MEM 16545.375000 1619776338.6841
MEM 16545.375000 1619776338.7844
MEM 16545.375000 1619776338.8846
MEM 16545.375000 1619776338.9848
MEM 16545.375000 1619776339.0850
MEM 16545.375000 1619776339.1853
MEM 16545.375000 1619776339.2855
MEM 16545.375000 1619776339.3857
MEM 16545.375000 1619776339.4859
MEM 16545.375000 1619776339.5861
MEM 16545.375000 1619776339.6866
MEM 16545.375000 1619776339.7871
MEM 16545.375000 1619776339.8875
MEM 16545.375000 1619776339.9878
MEM 16545.375000 1619776340.0880
MEM 16545.375000 1619776340.1882
MEM 16545.375000 1619776340.2885
MEM 16545.375000 1619776340.3887
MEM 16545.375000 1619776340.4889
MEM 16545.375000 1619776340.5893
MEM 16447.242188 1619776340.6900
MEM 16422.265625 1619776340.7909
MEM 16449.378906 1619776340.8916
MEM 16416.718750 1619776340.9922
MEM 16416.718750 1619776341.0927
MEM 16416.718750 1619776341.1930
MEM 16417.039062 1619776341.2934
MEM 16645.429688 1619776341.3937
MEM 16737.445312 1619776341.4939
MEM 16737.445312 1619776341.5941
MEM 16737.445312 1619776341.6944
MEM 16737.445312 1619776341.7946
MEM 16737.445312 1619776341.8949
MEM 16737.445312 1619776341.9955
MEM 16737.445312 1619776342.0961
MEM 16737.445312 1619776342.1964
MEM 16737.445312 1619776342.2968
MEM 16705.441406 1619776342.3971
MEM 16417.437500 1619776342.4975
MEM 16417.437500 1619776342.5980
MEM 16417.437500 1619776342.6983
MEM 16417.437500 1619776342.7986
MEM 16417.437500 1619776342.8989
MEM 16417.437500 1619776342.9992
MEM 16417.437500 1619776343.0996
MEM 16417.437500 1619776343.1999
MEM 16417.437500 1619776343.3002
MEM 16417.437500 1619776343.4005
MEM 16417.437500 1619776343.5009
MEM 16417.437500 1619776343.6012
MEM 16417.437500 1619776343.7015
MEM 16417.437500 1619776343.8018
MEM 16417.437500 1619776343.9022
MEM 16417.437500 1619776344.0026
MEM 16417.437500 1619776344.1029
MEM 16417.437500 1619776344.2033
MEM 16417.437500 1619776344.3036
MEM 16417.437500 1619776344.4039
MEM 16417.019531 1619776344.5050
MEM 16479.371094 1619776344.6059
MEM 16448.718750 1619776344.7065
MEM 16448.718750 1619776344.8071
MEM 16448.718750 1619776344.9075
MEM 16448.718750 1619776345.0080
MEM 16448.718750 1619776345.1089
MEM 16448.718750 1619776345.2093
MEM 16448.718750 1619776345.3097
MEM 16448.718750 1619776345.4101
MEM 16448.718750 1619776345.5104
MEM 16592.406250 1619776345.6108
MEM 16845.062500 1619776345.7110
MEM 17057.445312 1619776345.8113
MEM 17057.445312 1619776345.9116
MEM 17057.445312 1619776346.0123
MEM 17057.445312 1619776346.1129
MEM 17057.445312 1619776346.2136
MEM 17057.445312 1619776346.3144
MEM 17057.445312 1619776346.4147
MEM 17057.445312 1619776346.5154
MEM 17057.445312 1619776346.6158
MEM 17057.445312 1619776346.7164
MEM 17057.445312 1619776346.8168
MEM 17057.445312 1619776346.9171
MEM 17057.445312 1619776347.0174
MEM 17057.445312 1619776347.1178
MEM 17057.445312 1619776347.2182
MEM 17057.445312 1619776347.3187
MEM 17057.445312 1619776347.4194
MEM 17057.445312 1619776347.5199
MEM 17057.445312 1619776347.6205
MEM 17057.445312 1619776347.7213
MEM 17025.441406 1619776347.8219
MEM 17025.441406 1619776347.9225
MEM 16451.714844 1619776348.0231
MEM 16449.437500 1619776348.1237
MEM 16449.437500 1619776348.2244
MEM 16449.437500 1619776348.3247
MEM 16449.437500 1619776348.4251
MEM 16449.437500 1619776348.5255
MEM 16449.437500 1619776348.6258
MEM 16449.437500 1619776348.7265
MEM 16449.437500 1619776348.8271
MEM 16449.437500 1619776348.9277
MEM 16449.437500 1619776349.0283
MEM 16449.437500 1619776349.1290
MEM 16449.437500 1619776349.2295
MEM 16449.437500 1619776349.3302
MEM 16449.437500 1619776349.4308
MEM 16449.437500 1619776349.5313
MEM 16449.437500 1619776349.6318
MEM 16449.437500 1619776349.7324
MEM 16449.437500 1619776349.8327
MEM 16449.437500 1619776349.9330
MEM 16449.437500 1619776350.0334
MEM 16449.437500 1619776350.1340
MEM 16449.437500 1619776350.2346
MEM 16449.437500 1619776350.3349
MEM 16449.437500 1619776350.4356
MEM 16449.437500 1619776350.5363
MEM 16449.437500 1619776350.6370
MEM 16449.437500 1619776350.7375
MEM 16449.437500 1619776350.8381
MEM 16449.437500 1619776350.9388
MEM 16449.437500 1619776351.0394
MEM 16449.437500 1619776351.1402
MEM 16449.437500 1619776351.2410
MEM 16449.437500 1619776351.3417
MEM 16449.437500 1619776351.4423
MEM 16449.437500 1619776351.5428
MEM 16449.437500 1619776351.6432
MEM 16449.437500 1619776351.7437
MEM 16449.437500 1619776351.8440
MEM 16449.437500 1619776351.9443
MEM 16449.437500 1619776352.0449
MEM 16449.437500 1619776352.1454
MEM 16449.437500 1619776352.2459
MEM 16449.437500 1619776352.3463
MEM 16449.437500 1619776352.4466
MEM 16449.437500 1619776352.5469
MEM 16449.437500 1619776352.6473
MEM 16449.437500 1619776352.7477
MEM 16449.437500 1619776352.8482
MEM 16449.437500 1619776352.9486
MEM 16449.437500 1619776353.0489
MEM 16449.437500 1619776353.1492
MEM 16449.437500 1619776353.2496
MEM 16449.437500 1619776353.3500
MEM 16449.437500 1619776353.4503
MEM 16449.437500 1619776353.5507
MEM 16449.437500 1619776353.6512
MEM 16449.437500 1619776353.7516
MEM 16449.437500 1619776353.8519
MEM 16449.437500 1619776353.9523
MEM 16449.437500 1619776354.0527
MEM 16449.437500 1619776354.1530
MEM 16449.437500 1619776354.2534
MEM 16449.437500 1619776354.3537
MEM 16449.437500 1619776354.4540
MEM 16449.437500 1619776354.5545
MEM 16449.437500 1619776354.6548
MEM 16449.437500 1619776354.7551
MEM 16449.437500 1619776354.8555
MEM 16449.437500 1619776354.9560
MEM 16449.437500 1619776355.0564
MEM 16449.437500 1619776355.1567
MEM 16449.437500 1619776355.2570
MEM 16449.437500 1619776355.3576
MEM 16449.437500 1619776355.4579
MEM 16449.437500 1619776355.5582
MEM 16449.437500 1619776355.6586
MEM 16449.437500 1619776355.7590
MEM 16449.437500 1619776355.8594
MEM 16449.437500 1619776355.9597
MEM 16449.437500 1619776356.0600
MEM 16449.437500 1619776356.1606
MEM 16449.437500 1619776356.2613
MEM 16447.972656 1619776356.3624
MEM 16509.304688 1619776356.4633
MEM 16480.722656 1619776356.5638
MEM 16480.722656 1619776356.6641
MEM 16480.722656 1619776356.7648
MEM 16581.195312 1619776356.8654
MEM 16769.449219 1619776356.9659
MEM 16769.449219 1619776357.0661
MEM 16769.449219 1619776357.1664
MEM 16769.449219 1619776357.2667
MEM 16769.449219 1619776357.3669
MEM 16769.449219 1619776357.4671
MEM 16769.449219 1619776357.5673
MEM 16769.449219 1619776357.6675
MEM 16769.449219 1619776357.7678
MEM 16737.445312 1619776357.8681
MEM 16481.441406 1619776357.9684
MEM 16481.441406 1619776358.0686
MEM 16481.441406 1619776358.1689
MEM 16481.441406 1619776358.2691
MEM 16481.441406 1619776358.3693
MEM 16481.441406 1619776358.4695
MEM 16481.441406 1619776358.5697
MEM 16481.441406 1619776358.6699
MEM 16481.441406 1619776358.7702
MEM 16481.441406 1619776358.8707
MEM 16481.441406 1619776358.9712
MEM 16481.441406 1619776359.0718
MEM 16481.441406 1619776359.1724
MEM 16481.441406 1619776359.2728
MEM 16481.441406 1619776359.3734
MEM 16481.441406 1619776359.4740
MEM 16413.710938 1619776359.5745
MEM 16430.511719 1619776359.6752
MEM 16430.074219 1619776359.7761
MEM 16441.027344 1619776359.8767
MEM 16574.546875 1619776359.9770
MEM 16574.546875 1619776360.0774
MEM 16574.546875 1619776360.1777
MEM 16574.546875 1619776360.2780
MEM 16574.546875 1619776360.3784
MEM 16574.546875 1619776360.4788
MEM 16574.546875 1619776360.5791
MEM 16574.546875 1619776360.6794
MEM 16574.546875 1619776360.7798
MEM 16574.546875 1619776360.8802
MEM 16536.664062 1619776360.9806
MEM 16430.542969 1619776361.0810
MEM 16430.542969 1619776361.1814
MEM 16430.542969 1619776361.2818
MEM 16430.542969 1619776361.3822
MEM 16430.542969 1619776361.4826
MEM 16430.542969 1619776361.5830
MEM 16430.542969 1619776361.6836
MEM 16430.542969 1619776361.7844
MEM 16430.542969 1619776361.8848
MEM 16430.542969 1619776361.9851
MEM 16430.542969 1619776362.0854
MEM 16430.542969 1619776362.1857
MEM 16430.542969 1619776362.2861
MEM 16430.542969 1619776362.3864
MEM 16430.542969 1619776362.4867
MEM 16430.542969 1619776362.5871
MEM 16430.542969 1619776362.6874
MEM 16430.542969 1619776362.7877
MEM 16430.542969 1619776362.8880
MEM 16430.542969 1619776362.9884
MEM 16430.542969 1619776363.0887
MEM 16430.542969 1619776363.1891
MEM 16430.542969 1619776363.2895
MEM 16430.542969 1619776363.3899
MEM 16385.984375 1619776363.4910
MEM 16430.113281 1619776363.5917
MEM 16430.113281 1619776363.6935
MEM 16430.113281 1619776363.7980
MEM 16430.113281 1619776363.8988
MEM 16430.113281 1619776364.0007
MEM 16567.339844 1619776364.1012
MEM 16734.585938 1619776364.2015
MEM 16734.585938 1619776364.3018
MEM 16734.585938 1619776364.4020
MEM 16734.585938 1619776364.5023
MEM 16734.585938 1619776364.6025
MEM 16734.585938 1619776364.7027
MEM 16734.585938 1619776364.8033
MEM 16734.585938 1619776364.9038
MEM 16734.585938 1619776365.0043
MEM 16734.585938 1619776365.1048
MEM 16734.585938 1619776365.2054
MEM 16734.585938 1619776365.3060
MEM 16734.585938 1619776365.4066
MEM 16734.585938 1619776365.5069
MEM 16734.585938 1619776365.6073
MEM 16734.585938 1619776365.7077
MEM 16734.585938 1619776365.8080
MEM 16734.585938 1619776365.9084
MEM 16734.585938 1619776366.0088
MEM 16734.585938 1619776366.1092
MEM 16446.582031 1619776366.2096
MEM 16446.582031 1619776366.3100
MEM 16446.582031 1619776366.4104
MEM 16446.582031 1619776366.5108
MEM 16446.582031 1619776366.6110
MEM 16446.582031 1619776366.7113
MEM 16446.582031 1619776366.8115
MEM 16446.582031 1619776366.9117
MEM 16446.582031 1619776367.0119
MEM 16446.582031 1619776367.1121
MEM 16446.582031 1619776367.2127
MEM 16446.582031 1619776367.3130
MEM 16446.582031 1619776367.4137
MEM 16446.582031 1619776367.5144
MEM 16446.582031 1619776367.6150
MEM 16446.582031 1619776367.7154
MEM 16446.582031 1619776367.8157
MEM 16446.582031 1619776367.9159
MEM 16446.582031 1619776368.0166
MEM 16446.582031 1619776368.1171
MEM 16446.582031 1619776368.2178
MEM 16446.582031 1619776368.3181
MEM 16446.582031 1619776368.4185
MEM 16446.582031 1619776368.5188
MEM 16446.582031 1619776368.6191
MEM 16446.582031 1619776368.7194
MEM 16446.582031 1619776368.8198
MEM 16446.582031 1619776368.9201
MEM 16446.582031 1619776369.0204
MEM 16446.582031 1619776369.1207
MEM 16446.582031 1619776369.2213
MEM 16446.582031 1619776369.3219
MEM 16446.582031 1619776369.4222
MEM 16446.582031 1619776369.5226
MEM 16446.582031 1619776369.6229
MEM 16446.582031 1619776369.7232
MEM 16446.582031 1619776369.8236
MEM 16446.582031 1619776369.9239
MEM 16446.582031 1619776370.0242
MEM 16446.582031 1619776370.1246
MEM 16446.582031 1619776370.2250
MEM 16446.582031 1619776370.3253
MEM 16446.582031 1619776370.4257
MEM 16446.582031 1619776370.5260
MEM 16446.582031 1619776370.6264
MEM 16446.582031 1619776370.7269
MEM 16446.582031 1619776370.8273
MEM 16446.582031 1619776370.9280
MEM 16405.023438 1619776371.0287
MEM 16446.332031 1619776371.1294
MEM 16446.097656 1619776371.2301
MEM 16574.453125 1619776371.3307
MEM 16574.742188 1619776371.4309
MEM 16574.742188 1619776371.5312
MEM 16574.742188 1619776371.6314
MEM 16574.972656 1619776371.7316
MEM 16574.972656 1619776371.8319
MEM 16574.972656 1619776371.9323
MEM 16574.972656 1619776372.0326
MEM 16574.972656 1619776372.1329
MEM 16574.972656 1619776372.2333
MEM 16446.968750 1619776372.3336
MEM 16446.968750 1619776372.4339
MEM 16446.968750 1619776372.5343
MEM 16446.968750 1619776372.6346
MEM 16446.968750 1619776372.7349
MEM 16446.968750 1619776372.8353
MEM 16446.968750 1619776372.9356
MEM 16446.968750 1619776373.0359
MEM 16446.968750 1619776373.1363
MEM 16446.968750 1619776373.2366
MEM 16446.968750 1619776373.3372
MEM 16446.968750 1619776373.4380
MEM 16446.968750 1619776373.5386
MEM 16446.968750 1619776373.6389
MEM 16446.968750 1619776373.7391
MEM 16446.968750 1619776373.8395
MEM 16446.968750 1619776373.9399
MEM 16446.968750 1619776374.0403
MEM 16446.968750 1619776374.1407
MEM 16446.968750 1619776374.2411
MEM 16387.214844 1619776374.3417
MEM 16415.003906 1619776374.4425
MEM 16415.003906 1619776374.5434
MEM 16415.812500 1619776374.6441
MEM 16415.812500 1619776374.7448
MEM 16415.812500 1619776374.8456
MEM 16415.812500 1619776374.9464
MEM 16415.812500 1619776375.0472
MEM 16487.816406 1619776375.1476
MEM 16487.816406 1619776375.2479
MEM 16487.816406 1619776375.3481
MEM 16487.816406 1619776375.4486
MEM 16487.816406 1619776375.5489
MEM 16487.816406 1619776375.6491
MEM 16487.816406 1619776375.7493
MEM 16487.816406 1619776375.8496
MEM 16487.816406 1619776375.9499
MEM 16487.816406 1619776376.0501
MEM 16415.812500 1619776376.1506
MEM 16415.812500 1619776376.2511
MEM 16415.812500 1619776376.3514
MEM 16415.812500 1619776376.4517
MEM 16415.812500 1619776376.5519
MEM 16415.812500 1619776376.6523
MEM 16415.812500 1619776376.7525
MEM 16415.812500 1619776376.8528
MEM 16415.812500 1619776376.9530
MEM 16415.812500 1619776377.0533
MEM 16415.812500 1619776377.1535
MEM 16415.812500 1619776377.2538
MEM 16415.812500 1619776377.3540
MEM 16415.812500 1619776377.4547
MEM 16441.609375 1619776377.5559
MEM 16444.058594 1619776377.6569
MEM 16444.066406 1619776377.7577
MEM 16444.066406 1619776377.8587
MEM 16444.066406 1619776377.9596
MEM 16444.066406 1619776378.0607
MEM 16444.066406 1619776378.1616
MEM 16426.062500 1619776378.2623
MEM 16570.066406 1619776378.3625
MEM 16570.066406 1619776378.4628
MEM 16570.066406 1619776378.5630
MEM 16570.066406 1619776378.6632
MEM 16570.066406 1619776378.7634
MEM 16570.066406 1619776378.8637
MEM 16570.066406 1619776378.9643
MEM 16570.066406 1619776379.0648
MEM 16570.066406 1619776379.1653
MEM 16570.066406 1619776379.2657
MEM 16570.066406 1619776379.3660
MEM 16570.066406 1619776379.4667
MEM 16570.066406 1619776379.5673
MEM 16570.066406 1619776379.6677
MEM 16570.066406 1619776379.7681
MEM 16570.066406 1619776379.8685
MEM 16570.066406 1619776379.9688
MEM 16570.066406 1619776380.0692
MEM 16570.066406 1619776380.1696
MEM 16570.066406 1619776380.2699
MEM 16426.062500 1619776380.3703
MEM 16426.062500 1619776380.4706
MEM 16426.062500 1619776380.5709
MEM 16426.062500 1619776380.6713
MEM 16426.062500 1619776380.7717
MEM 16426.062500 1619776380.8720
MEM 16426.062500 1619776380.9724
MEM 16426.062500 1619776381.0728
MEM 16426.062500 1619776381.1731
MEM 16426.062500 1619776381.2734
MEM 16426.062500 1619776381.3737
MEM 16426.062500 1619776381.4741
MEM 16426.062500 1619776381.5745
MEM 16426.062500 1619776381.6752
MEM 16426.062500 1619776381.7756
MEM 16426.062500 1619776381.8760
MEM 16426.062500 1619776381.9764
MEM 16426.062500 1619776382.0768
MEM 16426.062500 1619776382.1771
MEM 16426.062500 1619776382.2775
MEM 16426.062500 1619776382.3778
MEM 16426.062500 1619776382.4782
MEM 16426.062500 1619776382.5785
MEM 16426.062500 1619776382.6789
MEM 16426.062500 1619776382.7792
MEM 16426.062500 1619776382.8796
MEM 16426.062500 1619776382.9799
MEM 16426.062500 1619776383.0803
MEM 16426.656250 1619776383.1813
MEM 16426.656250 1619776383.2821
MEM 16426.656250 1619776383.3827
MEM 16427.808594 1619776383.4834
MEM 16427.812500 1619776383.5840
MEM 16466.503906 1619776383.6845
MEM 16491.816406 1619776383.7847
MEM 16491.816406 1619776383.8850
MEM 16491.816406 1619776383.9852
MEM 16491.816406 1619776384.0854
MEM 16491.816406 1619776384.1856
MEM 16491.816406 1619776384.2858
MEM 16491.816406 1619776384.3860
MEM 16491.816406 1619776384.4862
MEM 16427.812500 1619776384.5865
MEM 16427.812500 1619776384.6868
MEM 16427.812500 1619776384.7870
MEM 16427.812500 1619776384.8874
MEM 16427.812500 1619776384.9877
MEM 16427.812500 1619776385.0880
MEM 16427.812500 1619776385.1884
MEM 16427.812500 1619776385.2887
MEM 16427.812500 1619776385.3890
MEM 16427.812500 1619776385.4894
MEM 16427.812500 1619776385.5897
MEM 16427.812500 1619776385.6900
MEM 16427.812500 1619776385.7904
MEM 16427.812500 1619776385.8908
MEM 16461.125000 1619776385.9913
MEM 16464.312500 1619776386.0924
MEM 16464.312500 1619776386.1930
MEM 16464.312500 1619776386.2933
MEM 16464.312500 1619776386.3935
MEM 16464.312500 1619776386.4937
MEM 16464.312500 1619776386.5939
MEM 16464.312500 1619776386.6941
MEM 16464.312500 1619776386.7943
MEM 16464.312500 1619776386.8946
MEM 16464.312500 1619776386.9948
MEM 16464.312500 1619776387.0950
MEM 16428.308594 1619776387.1953
