binary_cross_entropy,dice,mse,binary_accuracy
0.002915789373219,0.91275829076767,0.000306816742523,0.996184825897217
0.002629027003422,0.904108047485352,0.000309165625367,0.99617725610733
0.002532397862524,0.911107778549194,0.000302319036564,0.996147811412811
0.00295325089246,0.91167563199997,0.000330505543388,0.996143758296967
0.002524721669033,0.906275451183319,0.000303461682051,0.996152222156525
0.002969277789816,0.91718465089798,0.000306519039441,0.996179103851318
0.002790958853439,0.918916642665863,0.000332192255883,0.996131956577301
0.003025315469131,0.920750796794891,0.000323825894156,0.996161043643951
0.002597397891805,0.905419528484344,0.000298740778817,0.996181964874268
0.00280761346221,0.92219090461731,0.000309517199639,0.996157109737396
0.002739613177255,0.914232552051544,0.00032221651054,0.996138989925384
0.002785366261378,0.920006275177002,0.000300010404317,0.996175348758698
0.002651099814102,0.917301893234253,0.000293253135169,0.996166884899139
0.00274043274112,0.9161337018013,0.000294235331239,0.996185123920441
0.002410755259916,0.907197892665863,0.00031104584923,0.996110260486603
0.002645028522238,0.9168820977211,0.000338996644132,0.996100008487701
0.002773891901597,0.921291887760162,0.0003030373191,0.996166229248047
0.002757035428658,0.918898165225983,0.00031275380752,0.996145486831665
0.002445460297167,0.908652484416962,0.000291897362331,0.996156454086304
0.002701756311581,0.922485291957855,0.000290929863695,0.996176481246948
0.002645500004292,0.922765970230102,0.00031422128086,0.996134459972382
0.002846878953278,0.924942970275879,0.000317562400596,0.996156454086304
0.002883282722905,0.928484737873077,0.000294827885227,0.996165454387665
0.00256633781828,0.905645787715912,0.000309336959617,0.996144771575928
0.002839693799615,0.925314724445343,0.000303599779727,0.996166169643402
0.00269222818315,0.919893503189087,0.000302417640341,0.996164083480835
0.003137388499454,0.92008775472641,0.00038925811532,0.996080458164215
0.002726371400058,0.92319256067276,0.000317516853102,0.996147572994232
0.002834474667907,0.918890297412872,0.00029182745493,0.996190249919891
0.002416078932583,0.878069221973419,0.000329206726747,0.996145486831665
0.0024710141588,0.915444850921631,0.00028867853689,0.996174871921539
0.002521713031456,0.922106504440308,0.000294204190141,0.996165037155151
0.002565492875874,0.925473928451538,0.000291669479338,0.996165931224823
0.00263355858624,0.926607370376587,0.00029036149499,0.996172189712524
0.00259165209718,0.927678644657135,0.000288365641609,0.996168434619904
0.002603044034913,0.928141534328461,0.000288794923108,0.996167719364166
0.002670074813068,0.929670631885529,0.000295868230751,0.996164500713348
